player_id,Player,Games Played,Minutes,PER,NBA Rating,OREB%,DREB%,REB%,AST/TO,Points,Assists,Rebounds
4351851,Anfernee Simons,70.0,32.74286,14.913,29.627857,0.0,0.0,0.0,2.3566434,19.257143,4.8142858,2.7
4351852,Mitchell Robinson,17.0,17.058823,20.394,15.332353,0.0,0.0,0.0,1.3,5.117647,0.7647059,5.9411764
4395625,RJ Barrett,58.0,32.224136,16.513,35.08793,0.0,0.0,0.0,1.8915663,21.086206,5.413793,6.3103447
4395626,Tre Jones,46.0,19.673914,16.339,17.281523,3.659,0.0,6.791,5.4857144,7.173913,4.173913,2.5217392
4395628,Zion Williamson,30.0,28.566668,27.43,42.466667,0.0,0.0,0.0,1.7666667,24.566668,5.3,7.2
4395630,Devin Vassell,64.0,30.984375,14.229,26.58672,0.0,0.0,0.0,2.0795455,16.265625,2.859375,3.984375
4395651,Coby White,74.0,33.10811,15.57,32.19392,0.0,0.0,0.0,1.8644068,20.391891,4.4594593,3.6891892
4395695,Jared Butler,60.0,17.4,15.652,16.702501,2.56,0.0,5.787,2.75,9.016666,3.6666667,1.8333334
4395702,Isaiah Joe,74.0,21.675676,13.994,16.863514,0.0,0.0,0.0,3.131579,10.216216,1.6081082,2.6486487
4395704,Mason Jones,10.0,4.5,20.685,5.06,0.0,0.0,0.0,11.0,2.3,1.1,0.9
4395712,Andrew Nembhard,65.0,28.938461,11.713,21.306154,0.0,0.0,0.0,2.9107144,10.046154,5.0153847,3.323077
4395723,Keldon Johnson,77.0,23.87013,15.634,21.40909,0.0,0.0,0.0,1.6233766,12.714286,1.6233766,4.818182
4395724,Immanuel Quickley,33.0,27.818182,17.525,29.510605,0.0,0.0,0.0,3.2931035,17.09091,5.787879,3.5454545
4395725,Tyler Herro,77.0,35.38961,19.733,39.23961,0.0,0.0,0.0,2.1414142,23.896105,5.5064936,5.181818
4396907,Darius Garland,75.0,30.68,19.975,35.142666,0.0,0.0,0.0,2.6772487,20.586666,6.7466664,2.8533332
